monthly_bill_amount,contract_length_months,service_calls_last_3_months,service_issues_last_3_months,total_services_subscribed,months_as_customer,avg_monthly_usage_gb,churn_status
114.8,24,0,1,3,14,127.4,Yes
98.86,6,1,2,3,65,260.8,No
137.26,12,2,3,3,42,275.7,No
31.44,12,2,1,4,12,476.2,No
83.57,12,1,1,1,65,200.0,No
99.0,6,1,0,4,13,49.8,Yes
132.43,24,1,1,4,15,427.9,No
22.0,24,5,2,1,105,488.9,No
123.31,6,0,0,4,24,220.5,No
81.97,6,2,0,4,103,120.1,No
136.5,6,0,1,2,50,136.8,No
32.7,12,0,1,2,52,100.3,Yes
49.71,24,3,0,3,4,188.0,No
83.97,6,2,0,5,52,86.0,Yes
109.33,6,2,0,2,44,50.0,No
36.76,6,0,0,1,8,246.5,Yes
98.92,12,1,0,1,36,411.1,No
76.63,1,1,1,1,72,487.1,No
65.05,12,3,2,4,31,443.0,Yes
112.89,24,3,1,1,88,110.7,No
93.55,1,2,1,3,117,113.2,Yes
31.71,6,3,0,4,53,468.0,Yes
70.42,1,0,1,4,96,197.6,No
24.76,12,1,2,1,105,346.4,No
69.18,24,3,0,5,7,9.5,No
140.11,12,1,1,5,16,130.0,No
101.8,24,0,1,2,95,48.4,No
112.67,1,3,0,4,13,33.8,Yes
58.14,1,3,0,5,60,241.6,No
108.8,12,2,1,2,43,305.6,No
144.71,1,1,0,2,70,146.9,Yes
116.04,12,0,1,2,65,421.8,Yes
131.38,12,2,0,1,48,32.5,No
39.06,24,1,0,3,91,51.6,No
84.5,1,3,2,5,56,13.2,Yes
46.09,12,0,1,3,18,34.4,Yes
96.32,12,2,1,2,24,20.0,Yes
101.67,6,1,0,4,4,102.7,No
27.89,6,1,0,1,24,268.4,No
146.87,1,4,1,4,115,99.2,Yes
117.94,6,3,0,5,69,205.8,No
104.68,1,1,1,1,108,70.4,No
62.45,1,1,2,2,98,449.0,Yes
67.65,6,0,0,2,112,488.0,No
28.67,6,0,2,3,110,109.9,Yes
36.21,12,1,3,1,13,326.0,Yes
68.56,6,2,1,4,65,365.3,Yes
120.19,6,4,0,4,42,97.1,No
115.52,6,2,1,1,94,203.6,No
44.82,6,0,1,1,59,376.3,No
56.83,1,2,1,1,49,64.4,No
27.78,24,2,1,4,93,327.1,No
113.52,1,2,3,4,100,389.3,No
140.78,12,0,2,3,18,320.8,No
76.21,24,0,3,3,104,431.9,No
54.49,12,1,5,2,60,96.0,No
50.14,12,2,1,3,79,355.2,No
121.78,6,1,0,4,28,65.1,Yes
104.81,1,2,1,1,21,437.0,No
148.23,1,0,0,3,119,143.4,Yes
143.69,1,3,1,5,96,216.5,No
29.5,6,2,0,5,38,87.8,Yes
43.47,6,0,0,2,69,75.6,No
38.95,6,2,5,1,102,442.7,No
85.51,1,1,2,5,79,446.0,No
72.28,6,1,0,3,35,85.2,No
122.6,6,2,1,3,55,72.0,No
45.77,12,1,0,1,48,189.3,No
33.12,6,0,1,4,73,248.1,No
101.95,1,0,0,4,58,256.1,No
43.19,24,1,1,4,49,44.7,No
125.24,12,2,5,4,112,151.4,No
54.36,6,0,0,3,71,244.0,Yes
70.59,12,1,2,4,74,417.5,Yes
64.9,6,1,0,3,54,419.0,No
143.22,12,0,1,3,54,303.2,No
53.7,12,0,2,5,91,397.4,No
74.7,24,1,0,1,87,174.7,No
73.28,1,0,0,3,39,11.6,No
130.62,24,3,1,2,25,187.8,No
126.19,1,0,0,3,25,440.6,No
130.92,12,0,2,1,71,486.4,No
101.14,24,1,1,5,61,384.1,No
52.76,6,1,3,4,41,5.2,Yes
45.62,12,0,1,3,61,317.0,No
35.44,6,2,1,4,63,356.2,No
94.3,6,1,0,2,96,129.3,No
70.29,1,1,4,2,4,10.6,No
27.16,1,2,1,2,15,204.3,No
112.58,12,0,1,4,96,344.2,No
80.18,1,3,0,4,106,223.0,No
27.64,12,0,2,1,53,360.6,No
77.53,6,0,1,4,27,27.0,No
143.13,6,1,1,3,20,312.1,No
43.14,1,1,1,3,39,104.1,Yes
103.04,6,3,0,2,67,372.6,No
75.56,1,0,1,3,87,341.7,Yes
62.8,1,0,3,3,98,15.7,Yes
39.59,12,0,1,4,25,384.4,No
69.28,12,4,0,3,44,225.7,No
23.45,24,2,1,1,46,184.2,No
68.39,24,3,0,5,31,288.6,No
93.51,1,1,2,4,62,47.8,Yes
63.29,6,1,3,1,97,243.7,Yes
39.87,12,2,0,5,22,136.0,Yes
76.14,1,2,1,3,52,401.9,No
66.46,6,1,1,3,6,322.3,No
147.85,1,2,1,2,101,115.8,Yes
93.29,12,3,1,5,41,329.8,No
79.48,12,2,2,3,61,410.0,No
144.8,24,0,0,1,29,169.9,No
121.9,12,0,0,5,3,445.0,No
65.84,12,1,0,2,87,452.4,No
80.58,1,1,0,3,76,466.9,Yes
87.09,1,0,0,3,36,28.3,Yes
46.9,6,2,0,4,22,308.8,No
37.22,1,1,0,5,21,171.2,No
40.09,12,2,1,3,3,402.8,No
67.32,12,1,0,1,109,197.8,No
32.04,6,1,0,3,5,433.2,No
45.64,12,3,1,2,106,490.9,Yes
33.34,6,0,2,3,62,370.3,No
22.05,1,0,2,2,80,455.3,No
71.13,24,0,2,3,113,31.8,Yes
77.89,12,3,1,5,61,439.1,No
117.03,6,1,0,5,42,377.3,Yes
93.71,12,0,3,4,75,377.3,No
131.54,6,1,1,1,64,306.9,Yes
109.19,12,0,1,2,22,54.4,No
126.31,24,2,1,4,96,403.6,Yes
93.55,1,1,0,4,59,447.3,No
88.83,6,0,0,4,49,305.5,Yes
145.72,1,4,1,3,68,192.3,Yes
73.71,1,1,2,1,115,85.6,Yes
88.24,1,0,2,3,45,199.6,No
110.88,12,1,0,3,100,338.6,No
83.2,6,2,0,5,13,375.5,No
74.38,1,2,1,3,103,160.4,Yes
106.8,6,1,0,2,72,335.6,No
26.25,12,3,0,3,35,28.8,No
131.64,6,2,1,3,56,229.1,Yes
147.05,6,2,0,5,48,469.9,Yes
99.74,24,1,0,5,73,100.9,No
80.9,1,0,1,3,5,182.2,Yes
78.92,1,2,0,3,69,93.9,No
93.15,12,2,1,1,100,124.2,Yes
114.87,24,0,1,5,76,194.3,No
58.89,24,0,0,4,116,39.1,Yes
61.19,12,0,2,1,32,141.1,No
37.89,1,0,0,5,111,332.6,No
114.57,24,1,1,1,118,208.9,No
68.45,12,2,1,2,42,34.5,No
128.71,24,1,1,2,57,401.0,No
82.49,6,4,2,3,16,171.4,Yes
34.81,1,1,3,4,13,237.8,Yes
149.99,24,1,0,3,13,15.4,Yes
126.28,6,0,1,1,100,136.7,No
55.06,6,2,0,5,116,178.7,No
30.53,1,2,2,3,11,76.8,Yes
24.18,24,0,1,2,75,267.7,No
122.32,12,1,0,3,106,159.5,Yes
33.88,6,2,3,5,74,348.2,Yes
53.38,12,0,1,3,35,191.9,No
32.78,6,2,0,2,62,27.8,No
144.99,12,5,2,3,6,321.7,Yes
63.11,1,2,0,5,119,272.2,No
50.68,6,0,0,3,116,29.3,No
113.24,24,1,1,1,53,457.4,No
104.48,12,0,1,3,17,96.9,Yes
64.58,24,2,1,3,106,165.9,Yes
92.77,6,0,0,5,110,454.0,Yes
101.48,12,4,1,1,51,31.6,No
73.82,1,2,1,3,92,60.2,Yes
124.36,12,1,0,5,111,118.4,Yes
117.48,6,1,1,1,93,454.7,No
131.11,1,1,0,4,15,25.2,No
32.25,6,2,0,4,91,378.5,Yes
95.86,12,4,2,3,51,116.5,No
114.79,1,0,1,2,113,498.2,No
22.23,6,3,1,1,95,235.3,No
98.96,6,1,0,5,68,7.2,No
66.82,12,0,3,1,88,144.8,No
134.91,24,1,1,4,8,148.1,No
127.8,6,2,0,3,76,6.9,No
52.73,6,1,0,3,39,161.4,No
123.27,24,3,2,1,64,314.0,Yes
37.7,1,0,1,5,29,93.8,No
121.61,12,3,1,3,45,267.1,No
109.16,24,2,1,5,37,87.1,Yes
127.4,6,0,0,5,94,146.6,No
87.97,1,1,1,5,98,40.6,No
120.37,6,0,0,3,64,300.2,No
115.03,12,1,0,2,9,67.0,No
27.51,6,1,1,3,10,177.7,No
86.95,12,1,0,4,66,218.9,Yes
92.9,1,0,0,2,29,76.0,No
137.39,6,5,1,4,67,463.4,Yes
91.51,24,0,2,4,21,368.1,No
137.03,1,2,2,5,22,63.3,Yes
51.11,12,2,1,3,108,123.2,No
76.21,12,1,2,1,4,5.1,No
88.46,1,3,0,2,84,388.4,Yes
65.43,24,1,1,2,35,213.8,No
64.2,6,2,1,1,59,117.0,Yes
40.93,1,1,1,1,48,428.9,No
42.41,6,3,0,2,5,281.4,No
130.59,6,1,0,4,9,32.7,No
115.97,12,1,0,1,32,386.4,No
77.26,6,2,4,4,16,437.7,Yes
120.99,12,1,1,4,12,462.7,No
39.47,12,1,1,2,17,317.7,No
47.24,6,4,0,1,19,398.9,No
96.55,24,4,1,2,88,311.5,No
33.57,24,1,0,3,65,441.0,No
107.09,24,0,2,4,76,462.9,No
61.68,6,2,0,1,74,113.2,No
136.33,6,2,0,2,1,360.4,No
101.73,6,1,1,1,74,347.0,No
77.41,12,1,1,3,28,243.2,Yes
90.42,1,1,1,3,78,141.4,No
49.62,6,1,2,5,9,248.9,Yes
24.45,6,0,0,5,23,259.6,Yes
27.23,24,1,0,1,65,426.5,No
72.13,24,0,0,4,1,493.5,Yes
130.2,6,2,2,4,113,237.4,No
109.86,24,0,3,3,27,399.1,No
103.65,6,1,1,2,36,398.3,Yes
143.87,12,2,2,3,79,417.6,Yes
136.21,1,1,0,1,112,230.2,Yes
75.74,1,2,2,1,108,126.9,No
116.61,6,1,2,5,44,328.5,No
85.54,24,1,1,5,56,483.2,No
110.46,12,0,1,2,26,44.7,Yes
77.93,6,4,1,1,94,55.2,No
95.17,6,1,0,4,89,460.3,No
41.16,1,1,2,2,101,194.4,No
116.7,6,2,1,1,34,34.6,No
26.29,6,0,1,3,78,471.8,No
28.0,12,0,2,4,61,105.1,Yes
91.53,24,1,1,5,44,202.2,Yes
103.76,12,1,1,5,14,209.6,Yes
57.74,1,1,1,5,56,381.3,No
136.72,6,0,3,5,99,87.7,Yes
85.05,6,0,0,3,83,355.5,No
36.67,24,3,0,2,8,483.0,No
136.42,12,1,2,2,62,161.4,No
94.27,6,2,2,4,88,377.2,No
109.43,1,0,0,4,54,110.0,Yes
66.82,6,3,1,3,71,307.0,No
131.28,1,0,0,1,81,356.8,No
100.85,12,1,0,3,53,292.3,Yes
99.79,24,1,1,2,18,439.7,No
63.98,1,3,1,1,11,200.7,No
140.34,1,2,0,1,35,460.7,Yes
145.97,24,1,0,4,58,388.2,No
106.23,24,1,0,2,60,209.1,Yes
23.04,12,1,0,5,57,340.2,Yes
124.84,12,2,2,2,87,365.4,No
84.26,6,1,0,5,43,71.6,No
146.53,1,1,0,4,8,238.7,No
53.21,6,2,1,4,81,313.1,No
30.33,1,2,1,1,15,395.9,No
129.57,12,1,3,4,34,4.8,No
85.21,6,3,0,4,65,192.2,Yes
66.46,12,3,2,2,113,468.3,No
76.11,24,3,1,2,101,90.6,Yes
142.55,6,3,1,5,38,21.7,Yes
25.72,12,1,3,3,45,37.2,Yes
